"","V1","V2"
"2944",10.9,1
"2945",29.9,1
"2946",18.3,0
"2947",17.1,1
"2948",3.4,1
"2949",35.6,1
"2950",21,1
"2951",35.6,1
"2952",25.6,0
"2953",24.4,0
"2954",33.1,1
"2955",25.7,1
"2956",19.7,0
"2957",19.6,0
"2958",29.6,1
"2959",2.5,1
"2960",14.9,0
"2961",42.6,1
"2962",0.5,0
"2963",76.2,0
"2964",16.1,1
"2965",15.5,1
"2966",60.6,0
"2967",34.2,0
"2968",38.6,1
"2969",37.6,1
"2970",38.1,1
"2971",24.6,0
"2972",30.1,0
"2973",35.1,0
"2974",21.7,1
"2975",24.6,1
"2976",18.1,0
"2977",17.7,0
"2978",18.2,0
"2979",22.6,0
"2980",28.9,1
"2981",29.5,1
"2982",30.6,1
"2983",28.7,1
"2984",27.6,1
"2985",20.6,1
"2986",19.5,1
"2987",18.3,0
"2988",19.6,0
"2989",24.7,0
"2990",33.1,1
"2991",24.7,0
"2992",19.5,1
"2993",24.8,0
"2994",21.8,0
"2995",26.7,1
"2996",18,1
"2997",27.2,0
"2998",27.6,0
"2999",18,1
"3000",39.6,1
"3001",30.4,0
"3002",16.9,1
"3003",49.6,1
"3004",49.1,1
"3005",79.9,1
"3006",40.3,0
"3007",11.5,1
"3008",33.6,0
"3009",6.6,1
"3010",35.7,0
"3011",33,0
"3012",9.9,0
"3013",33.6,0
"3014",33.1,1
"3015",15.6,1
"3016",33.7,0
"3017",14.1,1
"3018",24.7,0
"3019",4,1
"3020",26.4,1
"3021",20.3,0
"3022",0.3,0
"3023",0.5,0
"3024",21,0
"3025",46.9,0
"3026",27.4,0
"3027",4.8,1
"3028",13.5,1
"3029",13.2,1
"3030",21.6,1
"3031",2.6,0
"3032",16.7,1
"3033",17.8,0
"3034",18.8,1
"3035",18.8,1
"3036",17.8,0
"3037",30.8,1
"3038",36.2,0
"3039",20.6,0
"3040",46.2,1
"3041",23.6,0
"3042",26.7,1
"3043",44.1,1
"3044",21.4,1
"3045",0.7,0
"3046",26.3,0
"3047",26.3,0
"3048",6.5,0
"3049",2.3,1
"3050",44.4,1
"3051",1.7,0
"3052",2.7,0
"3053",46.4,1
"3054",46.5,1
"3055",18.3,1
"3056",17.9,1
"3057",24.4,1
"3058",1.1,1
"3059",23.4,0
"3060",1.7,1
"3061",29.6,0
"3062",28.9,1
"3063",31.8,1
"3064",16.7,1
"3065",32.3,1
"3066",16.4,1
"3067",45.1,1
"3068",46.9,1
"3069",28.8,1
"3070",16.4,1
"3071",34.3,0
"3072",0.7,0
"3073",15.9,1
"3074",6,1
"3075",41.9,1
"3076",20.1,0
"3077",18.7,1
"3078",36.9,0
"3079",22.3,1
"3080",32.9,1
"3081",15.5,1
"3082",4.5,0
"3083",28.9,1
"3084",28.7,1
"3085",4,0
"3086",24,0
"3087",1.1,0
"3088",4.1,0
"3089",21.1,0
"3090",21.9,0
"3091",26,1
"3092",55.2,1
"3093",31,1
"3094",55,1
"3095",55.6,1
"3096",53.5,1
"3097",45.3,0
"3098",0.8,0
"3099",4.3,0
"3100",34.1,1
"3101",29.6,0
"3102",27.7,0
"3103",31.5,0
"3104",0.9,1
"3105",28.7,0
"3106",5.9,0
"3107",5.3,0
"3108",3.6,0
"3109",25.3,1
"3110",0.8,1
"3111",0.7,1
"3112",7,1
"3113",24.2,0
"3114",1.6,0
"3115",1.2,0
"3116",24.6,0
"3117",24.2,0
"3118",23.5,1
"3119",23.3,1
"3120",21.8,1
"3121",17.7,1
"3122",36.5,1
"3123",36.5,1
"3124",18.1,1
"3125",26.6,1
"3126",26.7,1
"3127",32.7,0
"3128",31.3,0
"3129",3.3,1
"3130",1.5,0
"3131",59.6,1
"3132",24.6,0
"3133",23.7,0
"3134",37.3,1
"3135",37,1
"3136",37.5,1
"3137",30.1,1
"3138",30.9,1
"3139",37.9,1
"3140",35.3,1
"3141",33.2,0
"3142",46.3,1
"3143",15.1,1
"3144",35.1,1
"3145",23.6,1
"3146",12.3,1
"3147",1.4,1
"3148",20.7,1
"3149",31,1
"3150",31.2,1
"3151",71.1,0
"3152",31,1
"3153",31.3,1
"3154",44.2,0
"3155",27.8,0
"3156",28.8,1
"3157",33.8,1
"3158",36.4,1
"3159",25.3,0
"3160",31.5,1
"3161",28.7,1
"3162",23.4,1
"3163",28.2,1
"3164",26.1,1
"3165",19.7,0
"3166",21.6,0
"3167",23.2,1
"3168",1.8,0
"3169",26.1,0
"3170",31.5,1
"3171",21.8,1
"3172",27.8,1
"3173",24.9,1
"3174",26.7,1
"3175",27.6,1
"3176",2.8,1
"3177",3.6,1
"3178",52.6,0
"3179",51.2,0
"3180",18.6,1
"3181",52.8,1
"3182",30.1,1
"3183",22.6,1
"3184",0.8,0
"3185",21.3,0
"3186",22.4,1
"3187",46.4,1
"3188",19.3,0
"3189",34.5,1
"3190",33.7,1
"3191",41,0
"3192",37.1,1
"3193",33.9,1
"3194",36.5,1
"3195",70.1,0
"3196",33.7,1
"3197",31.8,1
"3198",33.7,1
"3199",34.6,1
"3200",15,1
"3201",1.5,0
"3202",33.4,0
"3203",13.7,0
"3204",9.9,1
"3205",15.3,1
"3206",17.5,0
"3207",0.9,1
"3208",35.7,1
"3209",0.6,1
"3210",4,0
"3211",16.8,1
"3212",17.6,1
"3213",21.7,0
"3214",27.7,1
"3215",31.8,0
"3216",17.4,1
"3217",24.7,0
"3218",1,1
"3219",1.6,1
"3220",47.7,1
"3221",47.5,1
"3222",3.9,1
"3223",42.6,0
"3224",68.1,0
"3225",60.7,0
"3226",33.6,1
"3227",86.1,0
"3228",67.1,1
"3229",50.6,1
"3230",51.6,1
"3231",28.3,0
"3232",62.6,1
"3233",66.1,0
"3234",43.6,0
"3235",60.1,0
"3236",60.4,0
"3237",16.6,1
"3238",18.2,1
"3239",29.8,1
"3240",32.6,0
"3241",14.5,1
"3242",14.5,1
"3243",23.4,0
"3244",1.1,0
"3245",2.4,1
"3246",2.3,0
"3247",16.6,1
"3248",13.8,1
"3249",21.5,1
"3250",18.4,1
"3251",15.3,1
"3252",66.1,0
"3253",15.7,1
"3254",28.9,1
"3255",15.7,1
"3256",16.3,1
"3257",17.6,1
"3258",16.2,1
"3259",15.7,1
"3260",53.5,1
"3261",31.3,0
"3262",50.8,0
"3263",31.6,0
"3264",5,1
"3265",40.1,1
"3266",37.5,1
"3267",22.7,1
"3268",1.1,1
"3269",7.7,0
"3270",28.9,0
"3271",8,0
"3272",46.4,0
"3273",8.8,0
"3274",9.1,0
"3275",29.9,1
"3276",60.6,0
"3277",60.3,0
"3278",61.1,0
"3279",24.6,0
"3280",42.2,1
"3281",42.3,1
"3282",27.3,1
"3283",23.3,0
"3284",24.2,0
"3285",23.4,0
"3286",25.2,0
"3287",31.6,0
"3288",37.7,0
"3289",26.6,1
"3290",27.6,1
"3291",21.7,1
"3292",5.5,0
"3293",43.6,0
"3294",45.6,0
"3295",33.1,1
"3296",37.7,0
"3297",24.7,0
"3298",1.2,1
"3299",52.3,0
"3300",1.1,1
"3301",24.6,0
"3302",6.2,0
"3303",36.6,1
"3304",20.9,1
"3305",54.6,1
"3306",14.1,1
"3307",1.7,0
"3308",59.9,0
"3309",50.2,0
"3310",52.6,1
"3311",34.4,1
"3312",35.7,0
"3313",34.2,0
"3314",26.4,0
"3315",16.7,1
"3316",27.7,0
"3317",30.8,0
"3318",31.8,0
"3319",29.2,0
"3320",3.8,1
"3321",5.5,0
"3322",21.7,0
"3323",20.7,0
"3324",2.4,1
"3325",2.1,1
"3326",18.1,0
"3327",17.6,0
"3328",32,1
"3329",1.6,0
"3330",28.6,0
"3331",8.6,1
"3332",66.1,0
"3333",4,1
"3334",0.8,0
"3335",15.1,1
"3336",23.8,0
"3337",37.7,1
"3338",23.6,0
"3339",36.9,0
"3340",14.7,1
"3341",15.1,1
"3342",30.6,0
"3343",5.6,1
"3344",24.8,0
"3345",65.8,0
"3346",26.2,0
"3347",50.6,1
"3348",40.6,0
"3349",22.7,0
"3350",36.4,0
"3351",16.6,1
"3352",18,1
"3353",16.7,1
"3354",32.5,1
"3355",23.7,0
"3356",3.5,1
"3357",22.6,0
"3358",14.3,1
"3359",18.3,1
"3360",5.5,0
"3361",29.4,0
"3362",19.8,1
"3363",9.6,1
"3364",49.8,0
"3365",11.9,0
"3366",36.2,1
"3367",20.5,1
"3368",76.6,1
"3369",2.4,1
"3370",17.6,1
"3371",18.6,1
"3372",18.1,1
"3373",21.6,1
"3374",33,1
"3375",32.7,0
"3376",1.6,1
"3377",29.5,0
"3378",31.3,1
"3379",23.3,1
"3380",29.9,1
"3381",30.3,1
"3382",39.4,1
"3383",33.3,1
"3384",33.3,1
"3385",44.4,1
"3386",44.3,1
"3387",25.2,0
"3388",29.7,1
"3389",29.5,1
"3390",39,1
"3391",67.1,1
"3392",40.2,1
"3393",29.3,0
"3394",27.6,0
"3395",24.5,0
"3396",34.8,0
"3397",24.7,0
"3398",34.7,0
"3399",34.8,0
"3400",18,0
"3401",18.1,1
"3402",18.1,1
"3403",29.3,1
"3404",22,0
"3405",6.1,0
"3406",33.9,0
"3407",33.9,0
"3408",6.6,1
"3409",25.2,0
"3410",25.6,0
"3411",18,0
"3412",16.7,1
"3413",16.7,1
"3414",56.6,1
"3415",48.6,0
"3416",23.7,0
"3417",4.3,0
"3418",33.6,0
"3419",15.6,1
"3420",24.9,1
"3421",21.6,1
"3422",47.9,1
"3423",41.2,0
"3424",12,1
"3425",59,1
"3426",59.1,1
"3427",59.2,1
"3428",24.9,1
"3429",25.8,1
"3430",25.8,1
"3431",25.7,1
"3432",16.6,1
"3433",15.7,1
"3434",61.6,0
"3435",16.5,1
"3436",17.2,1
"3437",43.9,0
"3438",44,0
"3439",6.2,1
"3440",16.5,1
"3441",49.9,1
"3442",38.4,1
"3443",35.8,0
"3444",10,1
"3445",13.7,0
"3446",28.5,1
"3447",28.6,1
"3448",46.7,1
"3449",3.4,1
"3450",35.6,1
"3451",29.6,0
"3452",9,0
"3453",4.6,1
"3454",5.7,1
"3455",5.6,0
"3456",47.6,0
"3457",40.7,0
"3458",35.2,0
"3459",21.9,1
"3460",28.6,0
"3461",1.6,1
"3462",25.6,1
"3463",27.6,1
"3464",42.4,1
"3465",30.7,1
"3466",29.6,1
"3467",30.2,0
"3468",30.7,1
"3469",6.7,1
"3470",10.7,0
"3471",34.8,1
"3472",46.7,0
"3473",1.1,1
"3474",1.2,1
"3475",1.7,1
"3476",31.9,0
"3477",19.6,1
"3478",12.1,0
"3479",22.9,0
"3480",18.7,1
"3481",23.6,0
"3482",46.6,0
"3483",15.1,0
"3484",17.1,0
"3485",26.7,1
"3486",15.6,1
"3487",56.2,1
"3488",22.9,0
"3489",1,1
"3490",1.2,1
"3491",30.6,0
"3492",29.6,1
"3493",57.5,0
"3494",52.7,0
"3495",57.7,0
"3496",31.5,1
"3497",55.6,1
"3498",3.4,0
"3499",3.4,0
"3500",37.5,0
"3501",5.6,0
"3502",29.6,1
"3503",3.9,0
"3504",5,1
"3505",28.9,0
"3506",16.6,0
"3507",6.7,0
"3508",23,1
"3509",55.6,1
"3510",62.5,0
"3511",0.6,1
"3512",1.5,1
"3513",36.1,0
"3514",49.6,0
"3515",55.6,1
"3516",34.6,0
"3517",7.7,1
"3518",30.6,0
"3519",18.9,1
"3520",21.1,1
"3521",46.9,1
"3522",24.7,1
"3523",22.6,0
"3524",5.7,0
"3525",1.4,1
"3526",5.4,0
"3527",50.9,1
"3528",49,1
"3529",19.6,0
"3530",19.7,1
"3531",19.4,1
"3532",43.3,0
"3533",29.6,1
"3534",31.6,1
"3535",24.9,1
"3536",33.4,1
"3537",52.6,1
"3538",23.8,1
"3539",18.1,1
"3540",20.3,0
"3541",22.6,1
"3542",18.2,1
"3543",9,1
"3544",42.3,1
"3545",26.6,1
"3546",44.9,0
"3547",19.6,0
"3548",32.2,1
"3549",34.2,1
"3550",36,1
"3551",31.1,1
"3552",26.6,0
"3553",26.6,0
"3554",47.3,1
"3555",44.4,0
"3556",2.7,0
"3557",55.3,1
"3558",16,1
"3559",18.8,1
"3560",24.1,1
"3561",25.5,0
"3562",0.6,0
"3563",24.5,1
"3564",24.3,1
"3565",24.1,1
"3566",31.3,1
"3567",21.1,1
"3568",35.6,1
"3569",35.2,1
"3570",35.7,1
"3571",32,1
"3572",0.1,0
"3573",18.3,1
"3574",43.2,1
"3575",32.4,0
"3576",23.6,1
"3577",25.3,0
"3578",33.8,0
"3579",20.1,0
"3580",25.1,0
"3581",24.1,1
"3582",29.2,1
"3583",26.4,0
"3584",33.8,1
"3585",48.9,1
"3586",23.7,0
"3587",24.6,0
"3588",24.7,0
"3589",32.8,1
"3590",34.1,1
"3591",18.6,1
"3592",24.8,1
"3593",39.8,1
"3594",40.9,1
"3595",29.6,0
"3596",39.9,1
"3597",36.6,0
"3598",18.1,0
"3599",34.5,0
"3600",20.9,1
"3601",19.9,0
"3602",32.9,0
"3603",22.1,1
"3604",22.6,1
"3605",22.6,1
"3606",25.6,1
"3607",18.2,0
"3608",20.4,1
"3609",35.6,1
"3610",40.3,1
"3611",49.4,1
"3612",0.4,1
"3613",21.2,1
"3614",33.5,1
"3615",48.6,1
"3616",45.7,1
"3617",35.6,1
"3618",18.6,1
"3619",11.9,1
"3620",28,0
"3621",26,1
"3622",26.7,1
"3623",52.7,0
"3624",27.6,1
"3625",4.5,0
"3626",7.1,1
"3627",33.7,0
"3628",6.8,1
"3629",52.9,0
"3630",29.6,0
"3631",35.7,0
"3632",4.9,1
"3633",7.6,0
"3634",25.9,1
"3635",26.2,0
"3636",6,1
"3637",1,1
"3638",1.6,1
"3639",30.5,1
"3640",30.7,1
"3641",2,1
"3642",3.6,0
"3643",29.3,0
"3644",29.7,0
"3645",37.7,0
"3646",17.1,1
"3647",30.4,1
"3648",50.1,0
"3649",21.3,1
"3650",28.3,1
"3651",29.4,1
"3652",21.8,1
"3653",19.4,1
"3654",19.7,1
"3655",18,0
"3656",26.3,0
"3657",0.4,0
"3658",26.4,1
"3659",35.6,1
"3660",4.7,1
"3661",16.7,1
"3662",46.6,0
"3663",44.7,0
"3664",0.9,1
"3665",15.6,1
"3666",18.2,1
"3667",27.6,1
"3668",27.7,1
"3669",6.1,0
"3670",5.8,0
"3671",24.7,0
"3672",24.5,0
"3673",41.6,1
"3674",32.8,1
"3675",15.8,1
"3676",35.6,0
"3677",16.6,1
"3678",25.3,0
"3679",0.9,0
"3680",1.3,0
"3681",19.3,0
"3682",15.7,1
"3683",16.9,1
"3684",14.8,0
"3685",23.8,1
"3686",15.7,1
"3687",6.6,1
"3688",5.9,1
"3689",4.1,0
"3690",5.8,0
"3691",31.7,1
"3692",20.6,1
"3693",36.6,1
"3694",32.7,0
"3695",46.6,1
"3696",47.7,1
"3697",41.6,0
"3698",24.6,0
"3699",24,0
"3700",25.5,0
"3701",33.6,1
"3702",33.6,1
"3703",40,1
"3704",33,0
"3705",19,1
"3706",23.6,0
"3707",36.2,1
"3708",63.8,0
"3709",24.7,0
"3710",64.7,0
"3711",65.1,1
"3712",34.6,0
"3713",39.6,0
"3714",2,0
"3715",2.5,0
"3716",5.7,0
"3717",45.6,1
"3718",51.2,1
"3719",2.4,1
"3720",24.2,0
"3721",26.3,0
"3722",57.6,0
"3723",60.6,0
"3724",2.4,0
"3725",55.8,0
"3726",0.6,0
"3727",66.1,0
"3728",66.1,0
"3729",67.6,0
"3730",88.1,1
"3731",48.2,0
"3732",22.6,1
"3733",19.1,1
"3734",0.6,0
"3735",9.6,0
"3736",18.7,0
"3737",22.9,0
"3738",3,1
"3739",21.6,1
"3740",31.6,1
"3741",33.6,1
"3742",56.9,1
"3743",57.6,0
"3744",57.6,0
"3745",1.6,0
"3746",22.2,1
"3747",41.8,0
"3748",23.3,0
"3749",24.6,0
"3750",1.9,1
"3751",27.3,1
"3752",32,1
"3753",32.7,1
"3754",33.2,0
"3755",24.6,0
"3756",50.7,0
"3757",51.7,0
"3758",27.9,1
"3759",64.5,0
"3760",25.6,1
"3761",16.8,1
"3762",18.8,1
"3763",45.6,0
"3764",21.9,1
"3765",27.7,1
"3766",30.1,0
"3767",22.2,1
"3768",19,0
"3769",0.6,0
"3770",16.6,1
"3771",36.6,1
"3772",32.4,1
"3773",33.6,0
"3774",2.9,1
"3775",28.9,0
"3776",7.4,1
"3777",29.8,1
"3778",27,1
"3779",24.6,0
"3780",5.7,1
"3781",26.5,1
"3782",27.5,1
"3783",12.8,0
"3784",36.9,0
"3785",10.9,0
"3786",4,0
"3787",2.1,0
"3788",20.9,0
"3789",1.1,1
"3790",1.7,1
"3791",24.1,0
"3792",24.1,0
"3793",0.3,0
"3794",23.7,0
"3795",0.1,0
"3796",62.7,1
"3797",25.6,1
"3798",58.7,0
"3799",22.6,0
"3800",4.8,0
"3801",4.6,0
"3802",7.8,1
"3803",27,0
"3804",15.5,1
"3805",23.6,1
"3806",23.6,1
"3807",0.8,0
"3808",40.6,0
"3809",42.7,0
"3810",13.5,1
"3811",54.9,0
"3812",25.3,1
"3813",21.4,0
"3814",31.4,0
"3815",7.5,1
"3816",12.6,1
"3817",13,1
"3818",32.6,0
"3819",12.1,1
"3820",9.7,0
"3821",53.3,1
"3822",53.2,1
"3823",40.7,0
"3824",31.7,1
"3825",28.7,1
"3826",26.2,1
"3827",43.7,0
"3828",29.9,1
"3829",27.7,0
"3830",23.7,0
"3831",29.4,1
"3832",49.6,1
"3833",56.5,0
"3834",56.8,0
"3835",43.1,1
"3836",33.6,1
"3837",18.6,1
"3838",25.7,1
"3839",21.8,1
"3840",20.6,1
"3841",24.2,1
"3842",20.2,1
"3843",22.5,1
"3844",35.1,1
"3845",3.7,1
"3846",31.4,1
"3847",28.6,1
"3848",35.7,0
"3849",1.7,1
"3850",1.6,1
"3851",35.1,1
"3852",33.1,0
"3853",29.7,0
"3854",30.7,0
"3855",27.8,0
"3856",4.1,0
"3857",11.4,0
"3858",20,0
"3859",22.4,0
"3860",18.7,0
"3861",28.7,1
"3862",22.7,1
"3863",22.6,1
"3864",17.6,1
"3865",18.2,1
"3866",27,0
"3867",14.6,1
"3868",18.3,1
"3869",19.5,1
"3870",16.4,1
"3871",16.5,1
"3872",32.4,0
"3873",39.4,1
"3874",3.6,1
"3875",2.7,1
"3876",2.2,1
"3877",3,1
"3878",71.1,1
"3879",28.6,1
"3880",2.7,1
"3881",20.7,0
"3882",25.7,1
"3883",4.6,0
"3884",0.1,0
"3885",37.6,1
"3886",20.7,1
"3887",3.7,1
"3888",20.7,1
"3889",34.7,1
"3890",27.6,0
"3891",3.8,1
"3892",39.7,1
"3893",45.6,0
"3894",9.8,1
"3895",30.4,0
"3896",22.6,0
"3897",47.7,0
"3898",47.8,1
"3899",32.6,0
"3900",62.7,0
"3901",44.8,0
"3902",57.9,1
"3903",39.4,1
"3904",43.8,1
"3905",44.8,1
"3906",65.1,1
"3907",66.1,0
"3908",38.9,1
"3909",21.7,0
"3910",36.7,0
"3911",26.8,0
"3912",25.7,0
"3913",23.7,0
"3914",53.8,0
"3915",29.7,0
"3916",29.6,0
"3917",25.7,0
"3918",25.5,0
"3919",20.6,1
"3920",25.2,0
"3921",34.7,0
"3922",31.7,0
"3923",26.4,0
"3924",32.8,1
"3925",34.6,0
"3926",25,0
"3927",15.7,0
"3928",25.3,0
"3929",34.3,0
"3930",26.7,1
"3931",10.6,1
"3932",17,1
"3933",26.6,1
"3934",47.6,0
"3935",71.1,0
"3936",48,0
"3937",41.3,1
"3938",41.3,1
"3939",32.6,0
"3940",12.6,1
"3941",32.2,0
"3942",2.7,0
"3943",6.6,0
"3944",28.7,0
"3945",27.7,0
"3946",2.8,0
"3947",40.2,0
"3948",40.6,0
"3949",40.7,1
"3950",8.3,1
"3951",36.8,1
"3952",36.6,1
"3953",3.4,1
"3954",3.6,1
"3955",34.1,0
"3956",31.1,0
"3957",13.8,0
"3958",8.9,1
"3959",39.6,1
"3960",30.8,1
"3961",20.9,1
"3962",28,1
"3963",28.8,1
"3964",28.9,1
"3965",26.8,0
"3966",35.6,1
"3967",5.3,1
"3968",36.5,0
"3969",26.6,1
"3970",21.7,1
"3971",1.9,0
"3972",2.6,1
"3973",23.7,0
"3974",1.9,1
"3975",41.6,0
"3976",21.6,1
"3977",29.6,0
"3978",53.1,1
"3979",78.1,0
"3980",22.6,1
"3981",51.6,0
"3982",22.1,0
"3983",35.1,1
"3984",2.8,0
"3985",29.7,0
"3986",6.5,1
"3987",33.8,0
"3988",10.8,0
"3989",55.9,0
"3990",55.7,0
"3991",25.7,0
"3992",18.8,1
"3993",38.6,0
"3994",5.6,1
"3995",14.7,1
"3996",12.1,0
"3997",49.5,0
"3998",49.7,0
"3999",49.5,0
"4000",24.7,1
"4001",24.6,1
"4002",65.1,1
"4003",14.8,1
"4004",35.6,0
"4005",27.6,1
"4006",1.9,0
"4007",19.5,1
"4008",21.6,1
"4009",30.4,1
"4010",0.8,0
"4011",1,1
"4012",52.6,1
"4013",24.6,0
"4014",38.2,0
"4015",24.6,0
"4016",29.2,0
"4017",26.6,0
"4018",28.9,1
"4019",41.6,0
"4020",21.6,0
"4021",32.7,1
"4022",18.7,0
"4023",26.9,0
"4024",26.4,1
"4025",20.1,0
"4026",38.6,1
"4027",18.3,1
"4028",28.7,0
"4029",28.8,0
"4030",0.6,0
"4031",46.7,0
"4032",24,0
"4033",41.2,0
"4034",17.7,1
"4035",29.6,1
"4036",24.3,0
"4037",27.9,1
"4038",31.9,0
"4039",26.6,1
"4040",18.9,1
"4041",43.2,1
"4042",52.2,1
"4043",25.1,1
"4044",29.6,1
"4045",41,0
"4046",41.5,0
"4047",21.2,1
"4048",25.2,1
"4049",21.2,1
"4050",32.6,1
"4051",26.2,1
"4052",26.6,1
"4053",32.2,0
"4054",54.7,1
"4055",21.6,1
"4056",42.4,0
"4057",18.4,0
"4058",29.3,1
"4059",20.7,0
"4060",15.8,1
"4061",28,1
"4062",37.4,1
"4063",27.4,1
"4064",1.6,0
"4065",28.2,0
"4066",76.6,1
"4067",16.7,1
"4068",28.5,0
"4069",2.5,1
"4070",23.9,0
"4071",34.7,1
"4072",36.8,1
"4073",39.7,0
"4074",6.8,1
"4075",18,1
"4076",35.7,0
"4077",16.9,1
"4078",16.2,1
"4079",18.2,1
"4080",18.8,1
"4081",30.6,1
"4082",20.6,0
"4083",1.3,1
"4084",25.9,0
"4085",3.1,0
"4086",23.1,0
"4087",16.8,1
"4088",2.4,0
"4089",7.2,0
"4090",24.7,1
"4091",25.7,1
"4092",35.8,1
"4093",32.6,0
"4094",22.9,0
"4095",37.3,0
"4096",37.5,0
"4097",1.7,0
"4098",9,1
"4099",1.6,0
"4100",0.1,0
"4101",0.1,0
"4102",46,0
"4103",46.4,0
"4104",57.8,1
"4105",35,1
"4106",56.7,0
"4107",0.1,0
"4108",24.7,1
"4109",31.6,0
"4110",7.3,0
"4111",10.8,0
"4112",10.6,0
"4113",1.3,0
"4114",16.7,1
"4115",4.6,0
"4116",40.7,0
"4117",5.2,0
"4118",29.8,0
"4119",29.8,0
"4120",30.7,1
"4121",62,0
"4122",32.1,0
"4123",11.5,0
"4124",9.9,0
"4125",5.6,1
"4126",6.8,0
"4127",10,0
"4128",12.9,1
"4129",61.7,1
"4130",29.3,1
"4131",30.1,1
"4132",32.7,0
"4133",32,0
"4134",5.7,1
"4135",3.6,0
"4136",54.6,1
"4137",5.6,1
"4138",35.6,1
"4139",5.7,1
"4140",16.7,1
"4141",18.1,1
"4142",18.6,1
"4143",18.4,1
"4144",38.4,0
"4145",18.9,1
"4146",15.5,1
"4147",63.1,1
"4148",26.7,1
"4149",24.6,0
"4150",26.2,0
"4151",46.6,0
"4152",22.8,0
"4153",21.4,1
"4154",30.7,1
"4155",20,0
"4156",25.6,0
"4157",24.8,0
"4158",25.7,0
"4159",26.7,1
"4160",30.7,0
"4161",50.4,0
"4162",27,0
"4163",25.4,0
"4164",24.4,1
"4165",17.2,1
"4166",44.7,1
"4167",55.3,0
"4168",55.8,0
"4169",45.6,0
"4170",41.7,0
"4171",43.8,0
"4172",21.6,0
"4173",16.7,1
"4174",39.7,0
"4175",29.8,0
"4176",0.8,0
"4177",5.1,0
"4178",30.2,1
"4179",29.7,1
"4180",24.7,1
"4181",26.8,0
"4182",28,0
"4183",23.6,0
"4184",1.1,1
"4185",1.1,0
"4186",27,1
"4187",10.8,1
"4188",18.8,1
"4189",59.8,0
"4190",27.7,0
"4191",21.7,0
"4192",27.7,0
"4193",2.6,1
"4194",63.7,1
"4195",0.7,0
"4196",24.7,1
"4197",33.1,1
"4198",20.2,0
"4199",0.9,1
"4200",23.7,1
"4201",27.4,0
"4202",5.8,1
"4203",5.7,1
"4204",32.7,1
"4205",40.9,0
"4206",30.8,0
"4207",5.9,1
"4208",37.8,0
"4209",13.9,0
"4210",45.7,0
"4211",28.1,0
"4212",35.6,1
"4213",28.6,0
"4214",8.6,1
"4215",10.7,1
"4216",31,1
"4217",37.6,1
"4218",37.7,0
"4219",0.6,0
"4220",13.8,0
"4221",6.8,0
"4222",59.7,0
"4223",32,1
"4224",36.3,0
"4225",68.1,0
"4226",80.1,1
"4227",22.4,1
"4228",21.7,1
"4229",65.1,0
"4230",39.9,0
"4231",40.8,0
"4232",18.6,0
"4233",43,0
"4234",19.9,1
"4235",29.7,0
"4236",6.9,1
"4237",23.6,1
"4238",31.7,1
"4239",21.7,1
"4240",1.3,1
"4241",23.6,0
"4242",6.8,0
"4243",24.6,0
"4244",19.8,1
"4245",42.7,1
"4246",1.4,1
"4247",22.7,1
"4248",20.7,1
"4249",20.7,1
"4250",29.6,0
"4251",27.2,1
"4252",35.9,0
"4253",56.3,1
"4254",15.7,1
"4255",38,1
"4256",23.6,1
"4257",55.9,1
"4258",47.5,0
"4259",18.3,1
"4260",33.6,1
"4261",51.7,1
"4262",9.3,0
"4263",2.7,1
"4264",57.7,0
"4265",17.6,1
"4266",18.1,1
"4267",48.7,1
"4268",48.6,1
"4269",49.8,1
"4270",42.6,0
"4271",0.3,1
"4272",51.7,1
"4273",39.8,0
"4274",50.7,0
"4275",14.8,0
"4276",8.3,0
"4277",30.9,0
"4278",7.6,0
"4279",5.1,1
"4280",41.7,0
"4281",3.7,1
"4282",21.1,1
"4283",16,1
"4284",15.8,1
"4285",1.4,0
"4286",1.7,1
"4287",29.2,1
"4288",29.7,0
"4289",30.2,0
"4290",23.6,0
"4291",24.7,0
"4292",4,1
"4293",18,0
"4294",23.7,0
"4295",21.3,0
"4296",3.3,0
"4297",48,0
"4298",47.7,0
"4299",18.6,1
"4300",18.6,1
"4301",33.3,1
"4302",7.2,1
"4303",2,1
"4304",32.1,0
"4305",29.7,1
"4306",31.5,1
"4307",30.7,1
"4308",31.8,1
"4309",8.9,1
"4310",44.5,1
"4311",30.5,0
"4312",42.7,0
"4313",36.6,0
"4314",3.8,0
"4315",23.8,1
"4316",23.7,1
"4317",10.2,1
"4318",31.6,0
"4319",20.6,0
"4320",19.8,1
"4321",41.9,0
"4322",42.7,0
"4323",48.8,0
"4324",41.2,0
"4325",18.6,0
"4326",71.1,0
"4327",20.7,0
"4328",36.9,0
"4329",25.6,0
"4330",47.6,1
"4331",44.6,0
"4332",5,1
"4333",22.1,1
"4334",22.1,0
"4335",25.7,0
"4336",38.7,1
"4337",42.7,1
"4338",34.7,0
"4339",13.7,1
"4340",14.7,1
"4341",3,0
"4342",10,1
"4343",7,1
"4344",28.7,0
"4345",2.7,0
"4346",1.1,0
"4347",3.1,0
"4348",26,0
"4349",26.8,0
"4350",1.8,0
"4351",56.7,1
"4352",54.6,1
"4353",50.7,0
"4354",5.6,1
"4355",13.5,0
"4356",15.8,0
"4357",15.3,0
"4358",22.3,1
"4359",0.3,1
"4360",0.8,1
"4361",44.3,0
